# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.8143338821437609,1.9886379847262643,2.9657103157239475,-0.7896050296254086,2.4063301987725154,3.000000000000037,0.07731391149792785,0.9796747690854483,10.593359729821268,0.8321053174189629
 0.8174017695968453,1.99603380711378,2.9656125817205536,-0.7571057942242804,2.4155338611317685,2.999999999999964,0.0744277275584796,0.9822275745484027,10.23752625250093,0.7979150609836027
 0.8205079579956471,2.0035507806428483,2.9655174194220497,-0.7253061089463327,2.424852426328174,3.0000000000000355,0.0716600950466903,0.9847060490540592,9.895461227265086,0.7644098908463671
 0.8236525433775046,2.0111902080139163,2.9654248564811763,-0.6941889862243377,2.4342861824737465,3.0,0.06900594249274292,0.987109801222562,9.566599542263232,0.7315733444700324
 0.8268356148612026,2.0189533919274303,2.9653349205506743,-0.6637378160254012,2.44383539692484,2.9999999999998606,0.06646040601339703,0.9894384514735781,9.250398277405399,0.6993893478227267
 0.8300572547384397,2.026841635083838,2.9652476392832843,-0.6339363640545864,2.4535003165565517,3.000000000000069,0.06401882268563548,0.9916916320862387,8.946336085707578,0.6678422140125122
 0.8333175385678857,2.034856240183585,2.9651630403317473,-0.6047687691815649,2.4632811680448894,2.999999999999932,0.06167672621862713,0.9938689872572051,8.63141079414015,0.6352605418682605
 0.836625135626363,2.042998509927119,2.965081151348804,-0.576219540228358,2.460342464976409,-0.8884706983725236,0.059429836333435515,0.9959701731568552,8.295293463558046,0.6009934150238654
 0.8399940324829815,2.0512697470148864,2.9650019999871944,-0.5482735521542487,2.4502357744065537,-2.9999999999999343,0.057274055065532736,0.9979948579835776,7.961497286814134,0.5668613106234636
 0.8434302592920534,2.059671254147334,2.9649256138996605,-0.5209160417369452,2.439927093979338,-3.0000000000000324,0.05520546145324203,0.9999427220161675,7.64160211840422,0.5337409264598308
 0.8469352100189059,2.0682043340249088,2.964852020738942,-0.4941326028377265,2.4294122417987807,-2.9999999999999365,0.05322030022873178,1.0018134576643138,7.334996772319845,0.5016102342120992
 0.8505103201951847,2.076870289348058,2.9647812481577804,-0.4679091812340339,2.418686911269944,-3.0000000000000933,0.05131498036306856,1.003606769517171,7.041096861578635,0.4704477692582881
 0.8541570690692275,2.0856704228172274,2.964713323808916,-0.4422320691820456,2.407746664647816,-2.999999999999939,0.049486066328032874,1.0053223743900097,6.759343747723556,0.44023262220743214
 0.8578769818978369,2.094606037132864,2.96464827534509,-0.41708789966190807,2.3965869261619877,-3.0,0.047730272529958,1.0069600013689315,6.489203490468086,0.410944430187287
 0.8616716323911185,2.103678434995415,2.9645861304190424,-0.39246364043579834,2.3852029746821426,-3.0000000000000293,0.04604445677177976,1.008519391853653,6.23016584894974,0.38256336795106977
 0.8655426453232189,2.1128889191053277,2.9645269166835146,-0.36834658786538393,2.3735899358858417,-2.999999999999971,0.044425615943768475,1.0100002995983395,5.981743282367605,0.35507013887307987
 0.8694916993230901,2.1222387921630483,2.964470661791247,-0.3447243606299473,2.361742773886228,-3.0,0.0428708783863527,1.011402490750491,5.743470002557936,0.3284459658884222
 0.8735205298608599,2.1317293568690237,2.9644173933949807,-0.3215848932908771,2.349656282272919,-2.999999999999945,0.04137749928602266,1.0127257438878696,5.5149010400837755,0.3026725824347451
 0.8776309324470087,2.1413619159237,2.964367139147456,-0.29891642979336197,2.3373250745144722,-3.000000000000027,0.03994285511686711,1.0139698500534657,5.29561135202107,0.27773222344343895
 0.8818247660633832,2.151137772027525,2.964319926701414,-0.27670751688600165,2.324743573665349,-3.0,0.03856443945540594,1.0151346127884933,5.085194949846167,0.25360761643190827
 0.8861039568471201,2.1610582278809454,2.9642757837095957,-0.25494699752311484,2.311906001314138,-3.0000000000000258,0.03723985672838256,1.0162198481634142,4.883264063083967,0.2302819727376052
 0.8904705020508731,2.171124586184407,2.9642347378247407,-0.23362400424979607,2.298806365702879,-3.0000000000000253,0.035966818098258954,1.0172253848069823,4.689448340622537,0.20773897893877108
 0.8949264743053417,2.181338149638358,2.9641968166995913,-0.21272795255521829,2.2854384489394732,-3.0,0.03474313605853868,1.0181510639333051,4.503394054321043,0.1859627885015994
 0.8994740262130466,2.191700220943244,2.9641620479868873,-0.19224853433234348,2.2717957932163584,-3.0,0.03356672036761534,1.0189967393669177,4.324763375112094,0.1649380136923969
 0.9041153953056542,2.202212102799513,2.964130459339369,-0.1721757112702569,2.2578716859385355,-3.000000000000024,0.0324355745234169,1.0197622775658657,4.153233638897353,0.144649717793884
 0.9088529094009389,2.212875097907611,2.9641020784097787,-0.1524997083649703,2.2436591436526814,-3.0000000000000235,0.03134779060548049,1.0204475576427932,3.9884966565366455,0.1250834076626689
 0.9136889923998134,2.223690508967984,2.964076932850856,-0.13321100749322562,2.229150894656058,-3.0,0.030301544711131046,1.0210524713840319,3.83025806147817,0.10622502666686331
 0.9186261705687837,2.234659638681081,2.9640550503153418,-0.11430034101057299,2.214339360149147,-3.0000000000000226,0.029295095765350516,1.0215769232666898,3.678236665635,0.08806094804189625
 0.9236670793588392,2.245783789747347,2.964036458455977,-0.09575868547086917,2.1992166337789802,-3.000000000000022,0.02832677914583342,1.0220208304737348,3.5321638521276078,0.07057796870541297
 0.9288144708182715,2.2570642648672297,2.9640211849255023,-0.07757725542511194,2.1837744594006834,-2.9999999999999782,0.027395004412065684,1.0223841229070731,3.3917829915970943,0.05376330357291131
 0.9340712216643506,2.2685023667411754,2.964009257376658,-0.05974749731431712,2.168004206862446,-2.9999999999999787,0.026498250734668858,1.022666743198618,3.256848886350686,0.037604580419721936
 0.9394403420873869,2.280099398069631,2.9640007034621862,-0.0422610834438687,2.1518968455933374,-2.999999999999979,0.02535427092127313,1.0228686467193493,2.31062569108666,0.014568926356841786
 0.9505284583004736,2.303775459891857,2.9639938271473194,-0.01664059725615605,2.1186324969540773,-3.0,-0.023540981940317788,1.0230301886678939,-6.32367076464014,-1.1378830893889447
 0.9537882766083008,2.3106658758133185,2.963989346890124,-0.03725461498740147,2.1088530420305958,-3.0,-0.1948905299745139,1.0193208965409368,-23.541935189550685,-3.411630396440298
